#Table1,,,,,
u,g,r,i,z,redshift
17.40012,15.9258,15.17839,14.82591,14.52854,0.02443011
18.61583,20.2118,19.48487,19.12701,19.02963,0.02393271
18.50284,16.74405,15.93957,15.53509,15.2221,0.084401
22.82802,20.17469,18.62086,18.00537,17.60993,0.3230074
19.87605,18.85166,18.55071,18.42957,18.4171,0.000303931
18.241,16.13558,15.2911,14.94,14.7313,0.000512457
22.3298,21.81016,20.08846,19.20948,18.69688,0.5309629
24.62087,22.17405,20.53858,19.43566,19.08331,0.5299631
21.97205,21.24053,19.85596,19.00629,18.62444,0.5315312
22.10596,21.78567,20.69722,19.86175,19.381,0.6173493
22.84827,22.02141,22.0029,21.84395,21.1363,3.031818
22.07108,21.34898,21.58838,21.43256,21.0413,2.326243
22.03896,21.22364,21.40149,21.31279,21.20151,2.261348
24.89993,22.66483,19.87221,18.46935,18.10415,0.000224095
18.6905,17.67179,17.0808,16.84809,16.73417,0.0853823
19.6656,18.77554,18.41163,18.29116,18.26509,0.000150869
19.07147,17.53676,16.72882,16.34219,16.04384,0.08382864
20.25142,18.20364,17.19193,16.75833,16.38248,0.1036665
19.52274,18.33674,17.79027,17.60637,17.46528,2.739289E-05
-9999,-9999,15.16258,14.95204,14.82203,8.298539E-05
17.61397,16.57744,16.15943,16.01003,15.93976,3.561552E-05
22.6729,22.03192,20.52517,19.44478,18.83291,0.5754547
21.04167,20.09259,19.68432,19.5304,19.1824,2.160167
21.68469,21.18687,21.2067,21.09011,20.80119,2.322305
24.90193,21.05831,19.55474,18.62057,18.05878,9.865188E-05
-9999,-9999,-9999,-9999,-9999,0.000296669
19.67977,18.75579,18.41918,18.30869,18.22739,0.00080158
19.53087,18.03893,17.25257,16.87544,16.5839,0.1072249
19.68071,17.75151,16.69431,16.24916,15.88893,0.1079538
19.99603,18.0911,17.08933,16.68304,16.32994,0.1088302
19.24637,18.02441,17.52848,17.24019,17.08315,0.06633019
20.03078,18.91241,18.56044,18.46849,18.41695,0.000437355
19.40019,18.34034,17.82438,17.64659,17.51133,0.000291049
23.64397,22.61201,20.93787,19.80366,19.26784,0.6554296
23.85187,21.46814,21.17862,20.9507,20.83015,2.728122
21.85218,21.2886,21.24732,21.24006,21.4386,2.502996
23.36869,19.97488,18.39741,17.854,17.52542,0.2814361
23.58995,20.6219,19.08792,18.1535,17.59573,0.000355718
20.71716,18.54521,17.43037,16.83625,16.33322,0.08619591
24.50318,22.30521,20.6261,19.66181,19.15033,0.4924707
20.28443,18.41,17.38201,16.98245,16.63604,0.1087512
19.92666,18.49614,17.63139,17.19591,16.84736,0.1281856
19.95112,17.45403,16.37211,16.00949,15.79756,2.754479E-05
19.86992,17.69181,16.77641,16.4615,16.27352,-1.21E-05
19.34652,17.49284,16.6798,16.31855,16.01687,0.04524084
20.11601,19.17201,18.86477,18.76378,18.68578,-0.000195638
21.45621,18.67379,17.1994,16.69624,16.30894,0.2240638
20.50989,18.46253,17.59229,17.31875,17.13422,0.000207791
18.88931,17.43389,16.64104,16.2809,15.99185,0.08300237
20.57081,17.93412,16.81213,16.42192,16.18907,1.260401E-05
25.22161,22.30321,20.37875,19.56662,19.33551,0.434023
18.53104,17.42519,16.85697,16.46986,16.29665,0.08296697
17.93104,16.98634,16.65698,16.5344,16.47328,-1.82E-05
23.90916,23.47722,21.21441,19.95988,19.57772,0.6252687
26.18106,23.02328,21.11499,20.12035,19.66819,0.6061322
23.23078,21.89404,20.33491,19.43146,19.18751,0.6227649
23.56292,21.36609,21.16989,21.1092,20.45968,0.000506178
23.41617,22.143,20.77404,19.71088,19.31701,0.6226876
25.47723,20.95184,19.12025,18.4713,18.0731,0.4144718
20.65857,18.50827,17.16395,16.66736,16.32917,0.2086434
24.358,22.4668,20.50458,19.27626,18.79618,0.6235214
18.56663,17.41485,16.80094,16.42934,16.20301,0.1154661
19.44256,17.46138,16.41647,15.98279,15.61421,0.1157569
19.85966,17.89301,16.95394,16.55142,16.21367,0.1151336
19.86226,18.98173,18.67033,18.58749,18.5153,0.000237009
19.72247,19.29873,19.27754,19.06829,19.21881,0.6252592
20.22133,18.46442,17.43898,16.92217,16.53101,0.08153353
18.18376,16.38527,15.58521,15.25717,15.04914,0.000292353
26.36741,22.5704,20.46531,19.42392,19.03549,0.5515881
23.91423,22.39201,20.52439,19.21541,18.82737,0.6226403
23.57224,22.25991,20.60006,19.5766,19.08817,0.5543817
19.30993,17.75513,16.85788,16.46152,16.1431,0.1390518
19.43883,17.36413,16.38762,15.93982,15.59172,0.08394939
20.84167,18.49546,17.53551,17.14795,16.94511,-0.000176135
17.93974,16.69954,16.0599,15.71198,15.43392,0.03420196
19.66783,17.75965,16.83811,16.40673,16.07532,0.1118834
18.95441,17.77113,17.15055,16.77455,16.55557,0.07313969
20.78175,19.62972,19.70123,19.95015,20.34702,0.000517738
18.93141,17.94934,17.55926,17.42705,17.33802,0.000173549
18.61528,17.40874,16.85716,16.62737,16.49369,-0.000100097
23.03147,22.24049,20.18385,19.25739,18.77275,0.5538194
25.93218,21.96023,20.43527,19.36717,18.88066,0.5503556
24.44042,22.22075,20.45628,19.54713,19.0817,0.4895611
22.70831,22.34229,20.70489,19.74327,19.25103,0.5530561
21.96705,21.37963,21.57281,21.26468,21.02847,2.226687
-9999,-9999,-9999,-9999,-9999,0.08257741
20.61794,18.52471,17.63633,17.31512,17.15043,-9.84E-05
20.65237,18.60554,17.63329,17.21524,16.89804,0.1388855
20.04049,18.25665,17.42727,17.01686,16.70742,0.08030894
20.33621,18.68079,17.85407,17.35565,17.00184,0.08535606
20.37533,19.22693,18.27334,17.79756,17.49697,0.219329
19.32889,17.35319,16.21413,15.73985,15.34152,0.1390595
20.32992,18.54704,17.63782,17.20274,16.8868,0.08208837
20.20563,18.26825,17.36208,16.94041,16.64661,0.08312918
19.15353,17.70317,16.92624,16.50699,16.23545,0.08265019
17.89923,16.09698,15.27797,14.84222,14.56425,0.08246148
19.06555,17.06481,16.05295,15.53136,15.14853,0.08300412
19.30341,17.46814,16.57523,16.16349,15.85414,0.08144391
20.76821,19.71152,19.86211,19.94065,20.05597,-0.000382562
18.14352,17.06736,16.73592,16.6132,16.58328,3.773658E-05
24.09933,20.90898,20.95998,19.81859,19.48729,0.1384759
16.50125,16.24466,16.61562,16.88698,17.09321,0.000735611
17.34374,16.19823,15.82309,15.68406,15.6592,8.317745E-05
18.26618,17.31462,17.03666,16.91306,16.88119,-0.00028677
24.69146,22.67449,20.71636,19.77554,19.21449,0.5514013
22.86801,21.0885,20.90157,21.08648,21.46769,2.8683
22.38549,22.06142,21.88272,22.30552,21.59884,0
22.45079,21.17068,21.06258,21.06501,21.54364,0.000130331
23.03612,22.03268,20.33997,19.41295,18.88665,0.5490654
25.8243,22.05244,20.48077,19.56937,18.96451,0.5503507
22.16713,21.25849,21.08451,21.27488,20.827,2.768809
21.58784,21.23252,21.12636,21.15822,20.72645,2.325404
21.21711,19.25333,17.88538,17.37004,17.04316,0.214089
19.54336,17.68748,16.80427,16.39521,16.07631,0.08471613
18.98022,17.11177,16.17397,15.7738,15.426,0.08569192
20.43289,19.29845,18.86731,18.66132,18.65435,-9.08E-05
19.49606,17.50521,16.58813,16.17336,15.8643,0.08161739
19.3582,17.30827,16.31116,15.87073,15.50528,0.1113323
19.00758,17.72897,17.02009,16.59484,16.36028,0.09542107
19.20251,17.01706,16.20494,15.90023,15.74817,5.066843E-05
21.01703,19.13153,17.94181,17.36108,16.86629,-0.000434094
18.58366,17.70745,17.42315,17.31833,17.30765,-0.000109282
23.96722,21.72903,21.55734,21.62386,21.44972,0.000542555
22.22181,21.53277,20.65371,19.91978,19.54597,0.7375605
23.3396,20.03301,18.47307,17.88149,17.5544,0.2749574
25.63665,22.3012,21.03437,19.95601,19.41569,0.6592055
19.7277,18.67406,18.65747,18.68612,18.79691,-0.00010776
18.70113,16.9362,16.09332,15.67272,15.34809,0.0857847
19.09463,16.98499,16.01742,15.57427,15.2165,0.08647148
19.86605,17.16088,15.99718,15.58971,15.36139,1.115562E-05
20.23197,18.2904,17.33546,16.92516,16.56889,0.1087587
18.33344,17.43134,17.09004,16.80314,16.6959,0.1046246
24.77593,22.25738,20.59697,19.57613,19.04362,0.5152432
22.37749,21.43635,20.45862,19.74951,19.59537,0.4722492
23.23452,23.48001,20.83038,19.65395,19.0672,0.6417757
24.43936,21.63811,21.31822,21.40641,21.09309,0.000341897
22.57315,21.6246,20.2914,19.3787,18.96912,0.6154978
17.75791,16.50201,16.05242,15.86797,15.77332,-3.82E-05
19.97262,18.2552,17.48094,17.07471,16.75625,0.05312007
17.78579,15.81054,14.90429,14.46237,14.08691,0.0547474
19.56969,17.68342,16.78645,16.32482,15.95005,0.05197871
20.02278,19.02645,18.86588,18.81161,18.91939,-0.000383642
19.79656,19.3426,18.90541,18.59436,18.47555,0.1741841
21.75069,20.99674,20.83989,20.87499,20.5626,2.577274
23.22561,22.54307,20.64614,19.46759,18.92228,0.6399524
24.17114,21.66271,19.80538,18.92252,18.43693,0.4661659
19.35937,18.22513,17.66206,17.31788,17.06518,0.05215927
19.37703,17.57063,16.72757,16.31166,15.98427,0.05251924
19.55739,18.05004,17.28424,16.8978,16.62592,0.05252395
20.55789,18.61775,17.68955,17.26671,16.92357,0.07928953
20.87413,18.60039,17.37617,16.86247,16.50347,0.174983
20.04452,18.83978,18.6709,18.5984,18.53152,-4.75E-05
21.74839,20.87722,20.34723,19.96708,19.73734,0.1678601
23.23637,22.21595,20.94069,20.07497,19.5157,0.4580162
22.48688,22.07429,20.53848,19.62215,19.08441,0.5092698
22.21831,22.01023,20.46511,19.56601,19.21872,0.5882663
19.03029,18.19234,17.42909,16.95399,16.72272,0.1452473
20.42904,18.54916,17.4054,16.89496,16.52249,0.1730543
20.297,19.23674,18.85893,18.59474,18.49917,0.07004102
22.37109,19.79466,18.32244,17.7506,17.38982,0.2779084
23.18762,21.10731,20.74019,20.62614,20.53435,-0.000725847
24.95335,21.44096,19.60812,18.62847,18.25928,0.5088886
26.23823,23.50949,22.14817,19.50074,17.93476,6.861577E-05
18.88832,17.59455,17.06225,16.85116,16.77336,0.000176417
20.2026,18.29808,17.34943,16.93872,16.5953,0.08285472
22.53745,21.52483,20.54219,19.7399,19.51894,0.5845035
23.3939,22.85633,21.18655,20.22316,19.8287,0.5325877
26.10946,22.15395,20.51387,19.44415,18.89993,0.583145
24.63485,25.11442,21.1526,24.36199,18.73595,-4.78E-05
18.06075,17.93504,17.77963,17.85904,17.93272,1.075157
18.453,17.11609,16.50732,16.14136,15.88433,0.107122
19.20539,18.24311,18.00934,17.90706,17.91481,6.851178E-05
19.87624,18.2682,17.45568,17.02044,16.67503,0.07905809
19.59975,19.42293,19.41884,19.08538,19.17733,1.685386
24.62622,22.618,20.47346,19.62549,19.09081,0.4801608
23.0452,23.24956,21.74855,20.44006,19.83146,0.6517168
20.41205,18.52461,17.54893,17.11523,16.76679,0.139968
21.78975,20.18482,18.69764,18.03674,17.64539,0.2741499
21.67556,21.12739,20.93277,20.96535,20.51167,0.364649
21.81553,21.09694,21.08334,20.93878,20.48206,2.25022
22.70927,20.86125,20.5332,20.3735,20.35685,-0.00051598
21.12671,20.92419,20.00663,19.26387,19.04617,0.8244138
24.04495,22.33114,20.56714,19.72044,19.25193,0.5225934
26.63441,22.62831,20.87945,19.87929,19.38109,0.5341353
16.42743,15.33366,14.99565,14.87294,14.84841,-0.000102383
24.39318,23.25023,20.90899,19.43298,18.86726,0.6503806
20.28653,18.30342,17.24893,16.8036,16.42304,0.1167654
19.49037,18.09847,17.23745,16.80688,16.45802,0.1368393
19.02558,17.73924,16.95303,16.52245,16.24091,0.1175562
23.39003,20.02397,18.40592,17.77466,17.32028,0.2923641
23.75748,23.46076,21.98294,20.65805,20.10081,0.6504005
18.91706,17.35422,16.69811,16.24486,15.99311,0.09775519
20.00187,18.02767,17.00371,16.56199,16.18535,0.116455
20.81443,18.90618,17.81466,17.36167,16.98391,0.117193
19.23749,18.70078,18.52045,18.47158,18.25468,0.8333391
20.79153,18.82034,17.72871,17.25541,16.83757,0.1270838
18.93977,17.90734,17.55563,17.2804,17.16805,0.05441646
21.35692,18.08822,17.08086,16.59038,16.29396,0.1357173
21.48906,20.25104,19.75721,19.255,18.95116,0.000157809
24.62938,21.27263,19.9464,19.7781,19.70348,3.77604
20.13975,18.11901,17.1922,16.75523,16.46083,0.1187842
20.40312,18.40037,17.08022,16.56274,16.17212,0.186617
19.1284,17.98581,17.38492,17.02091,16.86057,0.1361898
18.51786,17.39322,16.86858,16.52423,16.33853,0.07015833
19.71168,18.81176,18.48326,18.38423,18.38283,0.0004758
20.86931,18.75222,17.52688,17.02337,16.67023,0.1864986
21.33249,20.43712,19.56777,19.17137,18.77039,0.8944879
21.37905,20.59484,20.6019,20.41265,20.18384,2.305335
22.65208,21.0102,19.13695,18.32355,17.81029,0.446168
23.61922,21.81175,20.24328,19.46216,19.11498,0.3527943
24.99018,21.27564,19.45696,18.75366,18.4476,0.3796595
25.80871,22.69788,20.85403,19.74435,19.25142,0.5520175
24.99036,22.70284,20.88009,19.84746,19.46463,0.5524555
21.55203,19.3607,18.04863,17.51869,17.12157,0.1872637
20.12385,18.1193,17.03318,16.5512,16.1209,0.1183253
24.88673,21.03404,19.56337,19.29056,19.2035,4.217961
20.242,18.54243,17.6904,17.23777,16.93153,0.08276588
19.60215,18.64186,18.09061,17.72018,17.52346,0.1194429
17.9323,16.5513,15.8351,15.42477,15.11726,0.07009463
19.54985,18.02624,17.22471,16.81355,16.5112,0.1224455
19.64781,18.04354,17.09827,16.65657,16.31355,0.1206125
19.92791,18.47766,17.51903,17.03331,16.68953,0.1597755
20.77815,18.74077,17.48284,17.0004,16.61767,0.1868078
20.21826,18.77113,17.8854,17.40653,17.08145,0.1263816
19.67895,18.32254,17.56757,17.1371,16.94086,0.1873122
24.23004,22.21962,20.43701,19.47855,18.96143,0.4456281
25.52901,22.00051,20.27559,19.41246,18.98201,0.4187123
22.92803,21.1527,19.31314,18.62482,18.13262,0.4165408
25.2923,21.77014,21.4424,21.34582,20.56042,2.513625E-05
23.74739,22.47513,20.8594,19.81372,19.5159,0.6089301
22.55964,22.03469,20.76347,19.71385,19.66368,0.5923904
25.79441,23.33183,21.31227,20.0694,19.53255,0.5510426
23.79052,22.85838,21.15877,19.92384,19.42029,0.6472647
19.60869,18.32355,17.56578,17.16941,16.89077,0.1220658
18.66351,16.70308,15.63021,15.11394,14.68904,0.1195413
18.73745,17.73463,17.16074,16.77727,16.54698,0.1222172
20.40588,17.96599,16.97934,16.49898,16.11346,0.1210882
19.4142,17.44654,16.39088,15.92025,15.54152,0.1181679
26.88261,21.38023,20.0169,18.88503,18.48597,0.6291724
20.3775,19.92404,19.87795,19.79211,19.65401,2.294508
19.9061,18.50202,17.62493,17.10595,16.73914,0.1210752
26.5048,21.51605,20.89319,20.64348,20.53164,0.00014271
22.76366,21.33512,20.70359,19.57959,19.28352,0.7005175
25.48863,21.96631,20.18947,19.17846,18.78252,0.5119188
26.26519,23.75498,21.1504,19.70878,19.442,0.6809207
22.66896,23.13755,21.33053,19.90508,19.38044,0.7035481
21.82634,22.33854,20.42417,19.18527,18.68355,0.6510749
19.30325,18.14038,17.46589,16.99733,16.75662,0.1482528
19.83289,17.94807,16.8862,16.38826,16.03479,0.1369607
22.98464,20.47824,18.63065,17.94408,17.51949,0.3797341
24.32612,20.75899,19.0302,18.35356,17.9449,0.3817158
25.49348,23.30047,21.90264,20.20887,19.72845,0.7317287
19.1594,17.24723,16.275,15.79847,15.4048,0.1253767
23.8742,22.59649,21.27086,20.31215,20.10155,0.6704856
20.08996,18.0609,16.9017,16.40284,16.03929,0.1484051
19.9381,18.55549,17.81237,17.40652,17.21314,0.1276845
19.5099,18.07586,17.2748,16.78742,16.47528,0.1274005
21.85425,21.1639,21.06047,21.00462,21.15273,2.275336
21.54599,20.81876,20.3546,19.76105,19.50233,0.6754416
24.31128,20.9982,19.29124,18.61795,18.19803,0.3798945
24.38853,22.37287,20.84439,19.72796,19.35343,0.5554912
24.79564,21.98369,20.72205,19.84126,19.47369,0.5732905
24.87547,22.20246,20.36391,19.53741,19.005,0.4326262
25.71987,22.93459,21.38097,20.14589,19.637,0.6553046
24.62709,23.65004,22.09665,19.28866,17.67105,-8.77E-05
17.08624,15.41548,14.67285,14.25464,13.94828,0.04874202
19.72232,17.74151,16.68886,16.21634,15.834,0.1274278
22.67576,21.29885,21.41432,21.20851,21.11867,2.130889E-05
22.59514,22.34666,20.99,20.02234,19.46431,0.6186076
26.13162,22.86835,21.23317,19.95092,19.27552,0.6685522
25.68633,22.71292,20.77765,19.59016,19.12834,0.5914087
24.97986,21.08513,19.73361,18.96783,18.70405,0.4826769
24.68696,22.58171,21.14672,19.84285,19.36656,0.6231001
21.21653,18.93819,17.63599,17.11257,16.69127,0.1869596
20.19173,18.54035,17.40741,16.93127,16.5808,0.1975418
26.32031,22.1038,20.20038,19.2062,18.65146,0.53563
23.05591,21.34271,19.68198,18.72995,18.23286,0.5347842
23.82915,22.30472,20.61604,19.62267,19.04441,0.5365075
25.05803,22.6109,21.08445,19.9572,19.34145,0.6001875
20.34428,18.64291,17.61849,17.07934,16.63097,0.1016662
22.72827,19.88816,18.22853,17.58104,17.0781,0.3258237
20.71803,19.30138,17.83295,17.34109,16.99759,0.2949926
22.75239,22.24682,20.51804,19.48873,19.03154,0.5397774
22.91272,20.52169,20.06458,19.83447,19.8518,0.000154303
22.94113,21.79474,20.47843,19.25839,18.88385,0.6791561
20.34846,18.54858,17.70796,17.28969,17.01442,0.08477385
24.88603,22.65129,21.26803,20.0814,19.51773,0.5643671
24.19792,22.05424,20.2715,19.30953,18.84694,0.5414175
22.19126,22.34331,20.52499,19.50419,18.63937,0.5422565
24.80741,22.76206,20.69742,19.59341,19.06317,0.5606364
21.30195,19.43499,17.97107,17.37275,16.98936,0.2281595
21.87756,19.22918,17.77762,17.16955,16.81886,0.2293116
22.82035,23.30277,21.00459,19.73736,19.03532,0.7488967
22.44817,21.48343,20.35387,19.5844,19.14451,0.5452747
24.24293,22.46956,21.03024,20.03411,19.62013,0.5413606
22.32176,21.34347,20.2014,19.45942,19.18038,0.5587618
23.70078,21.69651,20.07217,19.03216,18.58025,0.5462521
18.99556,16.96548,16.33251,15.93994,15.77115,0.08441756
22.75577,21.38068,20.29517,19.5752,19.13568,0.5923173
26.04782,22.69019,21.41404,20.42076,20.65063,0.5944186
25.93864,22.68906,20.9996,19.83319,19.18037,0.5919895
23.28428,22.70272,20.52216,19.27647,18.78554,0.5972944
18.96558,17.5494,17.08289,16.83344,16.82091,0.02391719
24.91366,22.96891,21.50005,20.49261,19.83875,0.6385322
25.71251,22.88998,20.48276,19.40801,18.89318,0.5930405
18.51019,17.36229,16.71563,16.34055,16.08204,0.1348176
24.15943,21.61476,21.36043,21.30186,21.99903,-0.000399693
23.21539,20.33072,18.5232,18.06918,17.72822,0.2924466
20.83037,18.67221,17.55946,17.08356,16.7152,0.1477971
24.16862,21.87048,21.78336,21.8118,21.41412,1.264915
25.46141,22.61644,20.82709,19.73382,19.2188,0.5269084
19.53657,18.18518,17.65652,17.35173,17.19205,0.05465845
20.20697,18.20366,17.20074,16.7385,16.34584,0.1032647
18.97494,17.62904,17.08056,16.7548,16.57627,0.05600507
23.20378,21.89221,21.89814,21.89331,21.46462,1.169942
22.55074,21.49016,19.70511,18.89805,18.59917,0.4681465
18.89968,17.46556,16.7551,16.36703,16.15107,0.08698339
19.39186,18.25529,17.68884,17.31313,17.09595,0.05626931
19.59929,17.90419,17.24742,16.96558,16.74762,0.1186956
21.52311,21.56731,20.99823,19.96529,19.68759,0.7368769
24.57566,21.60908,19.56221,18.94348,18.50077,0.4703887
18.9774,17.89468,17.52629,17.38422,17.29531,-0.000104687
19.59437,17.45715,16.45076,16.01595,15.64396,0.09292184
24.94775,22.39112,20.87078,19.8488,19.2821,0.5487781
19.72222,18.46526,17.78104,17.40859,17.21274,0.1259102
21.31999,20.56192,20.34946,20.1743,19.9611,-0.00021769
24.35736,23.90348,21.03173,19.70078,19.13055,0.6764003
24.41857,22.04101,20.37144,19.34101,18.79708,0.5337283
20.56881,18.57077,17.43268,16.95891,16.60417,0.1549144
25.66184,22.48818,20.82689,19.67865,19.12613,0.5503559
16.94285,15.9874,15.68572,15.57937,15.56211,-0.00025025
20.94956,20.06095,19.93174,19.81445,19.40802,2.339903
18.8378,17.69829,17.11117,16.76581,16.57562,0.1363901
19.31183,18.15873,17.62128,17.3645,17.20891,0.1172838
23.05051,21.49545,21.28595,21.26878,21.19863,0.000242499
18.63043,17.52052,17.03835,16.77309,16.59137,0.0266113
18.79627,16.98124,16.09306,15.6903,15.3865,0.05632764
20.48923,19.88475,19.84762,19.95653,19.71661,2.377874
23.08117,22.26265,20.59552,19.6184,19.10587,0.5182306
24.14216,22.46664,20.62956,19.80905,19.52307,0.4671251
24.64717,21.32645,19.47221,18.72497,18.38835,0.4273614
17.75966,15.98083,15.23267,14.88182,14.63313,0.02922576
22.82025,21.79844,20.65343,19.6431,19.36551,0.7421262
24.17693,21.60074,19.99667,19.1379,18.64897,0.4733075
22.57239,21.58709,20.1673,19.39765,19.0188,0.4787413
25.28926,21.93373,20.28535,19.34022,18.76473,0.498597
19.76935,19.52099,19.1159,19.06442,19.08322,1.307096
22.22546,19.80216,18.01403,17.41765,16.99651,0.3373814
23.04545,20.4544,18.87969,18.21899,17.76978,0.4174688
21.89046,21.26055,21.19175,20.83721,20.79604,1.647706
20.75877,20.3183,20.469,20.36603,20.07609,2.195923
26.52583,21.39527,19.56857,18.87804,18.44987,0.4163491
25.84968,22.06385,20.22221,19.36485,18.9843,0
24.00666,22.22105,20.51094,19.40896,18.95708,0.5523536
23.70745,21.73928,22.12956,21.72348,21.35192,0
18.30758,17.02949,16.52495,16.28264,16.18938,0.02986431
25.94672,22.62038,21.13785,19.92961,19.23959,0.6260389
22.67835,21.77014,22.14806,21.74014,21.83317,2.185462
24.46424,22.74582,21.10095,20.18041,19.68621,0.5405325
23.40468,22.37189,20.54675,19.41444,18.87854,0.5409058
22.60654,20.93609,20.58782,20.27737,20.0261,3.031793
23.36095,22.24437,20.6047,19.48309,19.0351,0.6252627
25.89005,23.19881,20.96357,19.70379,19.1648,0.7592558
23.82941,22.98201,20.67892,19.60802,19.21825,0.5950064
19.85938,17.95307,16.97518,16.57792,16.23577,0.132614
20.06787,18.73861,17.55332,16.9998,16.62079,0.1320577
22.4547,20.09622,18.92336,18.904,18.22442,-0.0002799
23.82109,22.30974,20.63713,19.67401,19.12118,0.5057638
20.857,18.769,17.53983,17.03748,16.67999,0.1812629
17.70104,16.64176,16.21594,16.05544,15.93469,0.006228141
20.98,19.76893,19.6104,19.59702,19.46391,4.35267E-05
20.26521,18.6393,17.61743,17.08049,16.69153,0.1498618
20.01237,17.89454,16.60917,16.10679,15.72862,0.1794657
19.1878,17.7901,17.07491,16.68841,16.43229,0.08549866
24.68273,22.1189,20.45371,19.61313,19.04,0.5018208
21.82112,21.41069,21.29041,21.07693,21.04477,2.193738
